datetime	T	RH	WIND	SW	P	SWE	LW	EL
2009-5-12 14:0	11.285	0.2404	 2.372	  1053	     0	 395.9	 237.5	 58.57
2009-5-12 15:0	 11.55	0.2505	 2.777	   936	     0	393.67	 235.2	47.667
2009-5-12 16:0	11.605	0.2445	 2.521	   741	     0	391.44	 240.2	36.017
2009-5-12 17:0	 11.42	0.2397	  2.55	 496.3	     0	 389.2	 240.1	24.201
2009-5-12 18:0	 10.23	0.2629	 2.604	 248.8	     0	386.97	 238.1	 12.54
2009-5-12 19:0	 9.055	0.2764	 2.286	 41.53	     0	384.74	 247.2	1.3021
2009-5-12 20:0	 8.585	 0.268	 2.444	-0.993	     0	382.51	 268.7	     0
2009-5-12 21:0	  7.87	0.3432	 2.171	-2.459	     0	380.28	 256.8	     0
2009-5-12 22:0	6.6865	0.3171	 1.714	 -3.05	     0	378.05	 234.3	     0
2009-5-12 23:0	6.9365	0.3721	 1.835	-2.596	     0	375.82	 249.2	     0
2009-5-13 0:0	  6.79	0.3215	 2.073	-3.066	     0	373.59	   228	     0
2009-5-13 1:0	 6.675	0.3302	 2.267	-3.051	     0	371.35	 225.5	     0
2009-5-13 2:0	 6.007	0.2916	 2.247	-3.209	     0	369.12	 219.8	     0
2009-5-13 3:0	5.3355	0.3742	 2.014	-3.546	     0	366.89	 218.6	     0
2009-5-13 4:0	3.9495	0.4326	  1.49	-3.901	     0	364.66	 216.9	     0
2009-5-13 5:0	1.4525	0.5666	 0.667	-4.361	     0	362.43	 214.1	     0
2009-5-13 6:0	1.8825	0.5019	 0.501	 62.78	     0	 360.2	 213.5	 9.873
2009-5-13 7:0	 6.413	0.2692	 0.808	 267.2	     0	358.27	 218.9	21.465
2009-5-13 8:0	  9.07	0.2731	 1.188	 496.7	     0	356.33	 222.3	33.279
2009-5-13 9:0	  9.29	0.2727	 1.721	   715	     0	 354.4	   226	45.023
2009-5-13 10:0	  9.83	0.2861	 1.994	   894	     0	352.47	 230.5	56.216
2009-5-13 11:0	 9.395	0.2921	 2.295	   944	     0	350.54	 242.4	 65.72
2009-5-13 12:0	  9.58	0.2964	 2.359	  1098	     0	348.61	   236	70.586
2009-5-13 13:0	  9.55	 0.271	 2.076	  1070	     0	346.67	 238.4	67.487
2009-5-13 14:0	   9.9	0.2327	 2.091	  1032	     0	344.74	 235.3	 58.74
2009-5-13 15:0	10.005	0.2415	 2.157	   834	     0	342.81	 241.8	47.812
2009-5-13 16:0	  9.81	0.2532	 1.885	   635	     0	340.88	 251.3	36.152
2009-5-13 17:0	 8.855	0.2549	 1.363	 334.3	     0	338.95	 249.2	24.336
2009-5-13 18:0	 7.593	 0.262	 1.259	 156.1	     0	337.01	 252.7	12.683
2009-5-13 19:0	 5.289	0.5009	 0.698	  47.3	     0	335.08	 240.7	1.4575
2009-5-13 20:0	 2.682	0.5121	 0.684	-2.598	     0	333.15	 231.8	     0
2009-5-13 21:0	 1.939	0.6492	 0.963	-3.193	     0	331.22	 225.8	     0
2009-5-13 22:0	 1.259	0.5671	 0.916	-3.302	     0	329.29	 227.8	     0
2009-5-13 23:0	1.4805	0.5295	 0.907	-3.486	     0	327.35	   226	     0
2009-5-14 0:0	1.4805	0.6231	 0.808	  -3.8	     0	325.42	 226.8	     0
2009-5-14 1:0	1.4805	 0.607	 0.652	-2.925	     0	323.49	 257.6	     0
2009-5-14 2:0	2.1015	0.5886	 0.842	 -2.54	     0	321.56	 254.5	     0
2009-5-14 3:0	 3.025	0.5526	 1.044	-2.477	     0	319.63	 257.1	     0
2009-5-14 4:0	2.4175	0.5727	 0.884	-2.814	     0	317.69	   247	     0
2009-5-14 5:0	1.1425	0.5849	 0.902	-2.524	     0	315.76	 225.2	     0
2009-5-14 6:0	 2.773	0.4603	 0.763	 60.67	     0	313.83	 223.4	10.018
2009-5-14 7:0	 7.014	0.2991	 0.491	 207.1	     0	312.12	 229.5	21.601
2009-5-14 8:0	  9.55	0.2912	 1.103	 488.7	     0	310.41	 229.8	33.412
2009-5-14 9:0	 9.245	0.2992	 1.795	   713	     0	 308.7	   234	45.162
2009-5-14 10:0	10.305	0.2988	 1.748	   899	     0	306.99	 237.4	56.375
2009-5-14 11:0	10.905	0.3024	 2.033	  1042	     0	305.28	   245	65.919
2009-5-14 12:0	10.645	0.2709	 2.177	  1084	     0	303.56	 246.6	70.826
2009-5-14 13:0	11.165	0.2649	 1.847	  1020	     0	301.85	 258.6	67.698
2009-5-14 14:0	11.435	0.2652	 1.839	   996	     0	300.14	   244	58.907
2009-5-14 15:0	 11.92	0.2629	 1.636	   943	     0	298.43	 249.8	47.955
2009-5-14 16:0	11.435	0.3108	 1.604	 590.8	     0	296.72	 251.9	36.286
2009-5-14 17:0	10.855	0.2948	 1.436	 430.7	     0	295.01	 248.9	24.471
2009-5-14 18:0	 8.712	0.3897	 1.667	 289.6	     0	 293.3	 237.5	12.824
2009-5-14 19:0	 6.144	 0.419	 1.311	  24.6	     0	291.59	   230	1.6112
2009-5-14 20:0	5.1765	0.4594	  1.19	-2.384	     0	289.88	 226.4	     0
2009-5-14 21:0	 3.341	0.5642	 0.965	-3.868	     0	288.16	 225.1	     0
2009-5-14 22:0	4.0205	 0.434	 1.096	  -3.8	     0	286.45	 226.5	     0
2009-5-14 23:0	  4.73	0.3504	 1.377	-3.491	     0	284.74	 232.1	     0
2009-5-15 0:0	5.1095	0.3638	  1.43	-3.201	     0	283.03	 234.9	     0
2009-5-15 1:0	5.6105	0.3393	 1.664	-2.898	     0	281.32	 247.3	     0
2009-5-15 2:0	 5.759	0.4936	 1.187	-2.718	     0	279.61	 254.1	     0
2009-5-15 3:0	 3.928	0.4001	 0.725	-2.318	     0	 277.9	 268.9	     0
2009-5-15 4:0	3.5135	0.5719	  0.56	-2.442	     0	276.19	 259.5	     0
2009-5-15 5:0	 2.342	0.5304	 0.513	-2.054	     0	274.48	 251.5	     0
2009-5-15 6:0	 3.054	0.4576	 0.612	 60.78	     0	272.76	 218.6	10.157
2009-5-15 7:0	 5.133	0.4061	 1.245	   262	     0	270.68	 218.1	21.731
2009-5-15 8:0	6.7485	0.4167	 1.289	 492.5	     0	 268.6	 220.8	33.541
2009-5-15 9:0	 8.292	0.3522	  1.34	   711	     0	266.51	 224.7	45.296
2009-5-15 10:0	  9.32	0.3015	 1.422	   890	     0	264.43	 227.5	56.528
2009-5-15 11:0	  9.13	0.2907	 2.225	  1034	     0	262.35	 229.7	66.112
2009-5-15 12:0	  9.95	0.2703	 1.802	  1105	     0	260.26	 230.9	 71.06
2009-5-15 13:0	10.565	0.2632	 1.554	  1108	     0	258.18	 231.4	67.906
2009-5-15 14:0	10.655	0.2542	 2.053	  1050	     0	 256.1	 233.2	59.071
2009-5-15 15:0	 11.56	0.2445	 1.532	   924	     0	254.01	 232.8	48.095
2009-5-15 16:0	 11.24	0.2616	 1.489	 675.1	     0	251.93	   235	36.419
2009-5-15 17:0	10.975	0.2394	 1.638	 533.5	     0	249.84	 231.6	24.604
2009-5-15 18:0	8.1745	0.4467	 1.216	 304.9	     0	247.76	   225	12.964
2009-5-15 19:0	5.8235	0.3711	 1.075	 24.62	     0	245.68	 221.5	1.7632
2009-5-15 20:0	 4.006	0.5655	 0.829	-2.516	     0	243.59	 222.9	     0
2009-5-15 21:0	2.3045	0.6368	 0.719	-3.953	     0	241.51	 229.9	     0
2009-5-15 22:0	  2.01	0.6654	 0.764	-3.264	     0	239.43	 231.9	     0
2009-5-15 23:0	 1.008	0.6695	 0.511	-3.218	     0	237.34	 228.9	     0
2009-5-16 0:0	 0.593	0.6541	 0.729	-3.861	     0	235.26	 230.1	     0
2009-5-16 1:0	0.5125	0.6978	  0.49	-2.858	     0	233.18	 245.8	     0
2009-5-16 2:0	 0.463	0.6901	 0.483	-2.666	     0	231.09	 258.3	     0
2009-5-16 3:0	0.3625	0.6914	 0.437	-2.488	     0	229.01	 254.4	     0
2009-5-16 4:0	 0.564	0.6706	 0.752	 -2.06	     0	226.93	 264.7	     0
2009-5-16 5:0	0.4615	0.6269	 0.872	-1.833	     0	224.84	 247.7	     0
2009-5-16 6:0	1.8225	0.4644	 0.835	 55.19	     0	222.76	 214.2	10.292
2009-5-16 7:0	 6.049	0.3142	 0.726	 267.9	     0	221.19	 216.8	21.857
2009-5-16 8:0	  9.03	0.2657	 0.826	 492.1	     0	219.62	 221.6	33.664
2009-5-16 9:0	  9.95	 0.277	 1.281	   716	     0	218.06	 227.3	45.424
2009-5-16 10:0	 10.07	0.2716	 1.179	   902	     0	216.49	 232.2	56.675
2009-5-16 11:0	 10.68	0.2679	 1.184	  1059	     0	214.92	 240.9	66.299
2009-5-16 12:0	11.085	  0.29	 1.808	  1042	     0	213.36	 252.2	71.288
2009-5-16 13:0	  11.2	0.2642	 1.908	   972	     0	211.79	 255.6	 68.11
2009-5-16 14:0	  11.9	0.2179	  1.78	   850	     0	210.22	 263.6	59.232
2009-5-16 15:0	12.605	0.2474	 2.058	   854	     0	208.66	 252.6	48.234
2009-5-16 16:0	11.015	0.2421	 1.985	 505.5	     0	207.09	 254.7	36.549
2009-5-16 17:0	 12.09	0.2461	 1.673	 531.1	     0	205.52	 243.1	24.736
2009-5-16 18:0	8.8255	0.3116	 1.078	 277.5	     0	203.96	 229.2	13.103
2009-5-16 19:0	6.2575	 0.462	 0.842	 32.98	     0	202.39	 226.1	1.9135
2009-5-16 20:0	  3.87	0.6201	 0.713	-1.324	     0	200.82	 231.7	     0
2009-5-16 21:0	2.8575	0.6082	 0.849	-4.038	     0	199.26	 227.2	     0
2009-5-16 22:0	 2.277	0.6818	 0.608	-3.473	     0	197.69	 223.7	     0
2009-5-16 23:0	1.4115	0.5694	 0.457	-4.087	     0	196.12	 215.3	     0
2009-5-17 0:0	1.4135	0.6043	  0.76	-3.843	     0	194.56	 211.2	     0
2009-5-17 1:0	 0.714	0.5373	 0.677	-4.146	     0	192.99	 210.2	     0
2009-5-17 2:0	2.2085	0.5184	 1.235	-3.765	     0	191.42	 212.2	     0
2009-5-17 3:0	 0.628	0.6719	 0.566	-4.685	     0	189.86	 211.1	     0
2009-5-17 4:0	-0.2435	0.6363	 0.679	-4.123	     0	188.29	 211.3	     0
2009-5-17 5:0	-0.306	0.6592	 0.607	 -3.26	     0	186.72	 216.8	     0
2009-5-17 6:0	 0.553	0.6213	 0.465	 30.68	     0	185.16	 211.7	10.421
2009-5-17 7:0	4.6975	0.3579	 0.075	 217.3	     0	182.55	   219	21.978
2009-5-17 8:0	8.5525	0.2651	 0.794	 445.8	     0	179.95	 232.4	33.781
2009-5-17 9:0	11.065	0.2428	 1.346	 698.7	     0	177.35	 229.8	45.547
2009-5-17 10:0	11.465	0.2411	 1.668	   885	     0	174.75	 234.8	56.816
2009-5-17 11:0	11.835	0.2267	 1.602	  1016	     0	172.14	 236.7	66.479
2009-5-17 12:0	12.475	0.2102	 1.821	  1090	     0	169.54	 238.5	71.511
2009-5-17 13:0	13.395	0.2038	 1.101	  1098	     0	166.94	 239.7	68.309
2009-5-17 14:0	 13.96	0.1968	 1.173	  1038	     0	164.33	 242.4	 59.39
2009-5-17 15:0	14.625	0.2092	 1.137	   916	     0	161.73	 246.1	 48.37
2009-5-17 16:0	 14.49	0.2219	 1.327	   746	     0	159.13	 247.7	36.678
2009-5-17 17:0	14.425	0.2296	     1	 536.6	     0	156.53	 246.3	24.866
2009-5-17 18:0	 10.93	0.4261	 0.787	 310.8	     0	153.92	 242.9	 13.24
2009-5-17 19:0	7.0635	0.5004	 0.583	 30.02	     0	151.32	 238.8	2.0619
2009-5-17 20:0	 5.924	0.5596	  0.66	-0.161	     0	148.72	 236.9	     0
2009-5-17 21:0	 4.428	0.5977	 0.762	-3.999	     0	146.12	 235.9	     0
2009-5-17 22:0	3.8325	0.6206	 0.646	-3.875	     0	143.51	 234.6	     0
2009-5-17 23:0	 3.231	0.6005	 0.767	-3.907	     0	140.91	 231.7	     0
2009-5-18 0:0	 2.967	 0.616	 0.754	-3.795	     0	138.31	 231.3	     0
2009-5-18 1:0	 2.766	0.6133	 0.771	-3.061	     0	135.71	 230.7	     0
2009-5-18 2:0	2.6195	0.6174	 0.762	-3.304	     0	 133.1	 229.5	     0
2009-5-18 3:0	3.0415	0.6322	 0.914	-3.322	     0	 130.5	 230.2	     0
2009-5-18 4:0	2.4375	0.6278	  0.79	-3.425	     0	 127.9	 228.6	     0
2009-5-18 5:0	 2.051	0.6023	 0.779	-2.178	     0	125.29	 227.5	     0
2009-5-18 6:0	 4.368	0.4274	 0.937	  72.6	     0	122.69	   231	10.546
2009-5-18 7:0	  8.84	0.3104	 0.967	 266.4	     0	120.72	 235.5	22.093
2009-5-18 8:0	 11.85	0.2757	 0.802	   500	     0	118.74	 233.8	33.894
2009-5-18 9:0	13.755	0.2223	 1.007	   708	     0	116.77	 238.3	45.664
2009-5-18 10:0	 14.44	0.2162	 1.071	   881	     0	114.79	 243.3	56.951
2009-5-18 11:0	15.005	0.2038	 1.064	   996	     0	112.82	 247.4	66.653
2009-5-18 12:0	15.605	0.1813	 1.201	  1089	     0	110.84	 250.2	71.728
2009-5-18 13:0	 16.41	0.1937	 1.018	  1111	     0	108.87	 256.1	68.504
2009-5-18 14:0	15.135	0.3523	 1.057	 676.5	     0	106.89	 274.8	59.545
2009-5-18 15:0	 12.84	0.3195	 1.464	 290.5	     0	104.92	 303.1	48.505
2009-5-18 16:0	11.025	0.4952	 0.921	 274.8	     0	102.94	 305.8	36.806
2009-5-18 17:0	 9.545	0.4544	 1.047	 116.3	     0	100.97	 315.2	24.994
2009-5-18 18:0	 9.405	0.5162	 1.336	 107.1	     0	98.991	 306.9	13.375
2009-5-18 19:0	7.3105	0.4894	 1.325	 46.74	     0	97.016	 288.6	2.2084
2009-5-18 20:0	 7.185	 0.516	 1.424	  1.29	     0	 95.04	   275	     0
2009-5-18 21:0	   6.5	0.5771	  1.23	-2.382	     0	93.065	 297.9	     0
2009-5-18 22:0	 8.098	 0.354	 1.642	-1.117	     0	 91.09	   317	     0
2009-5-18 23:0	8.1115	0.4814	 1.381	-2.296	     0	89.115	 289.5	     0
2009-5-19 0:0	7.1415	0.5596	 1.485	-3.237	0.083333	 87.14	 257.5	     0
2009-5-19 1:0	5.7305	0.6365	 1.408	-3.514	0.083333	85.165	 246.7	     0
2009-5-19 2:0	  4.78	0.6594	 1.369	-3.438	0.083333	 83.19	 251.6	     0
2009-5-19 3:0	 5.071	0.6796	 1.427	-3.056	0.083333	81.215	 252.3	     0
2009-5-19 4:0	4.0505	 0.754	 1.205	-3.464	0.083333	 79.24	   248	     0
2009-5-19 5:0	3.4465	 0.781	 1.134	 -2.41	0.083333	77.265	 243.5	     0
2009-5-19 6:0	4.5245	0.6898	 0.685	 44.94	0.083333	 75.29	 259.5	10.665
2009-5-19 7:0	5.5625	0.6954	 0.637	 124.3	0.083333	 73.76	 268.2	22.204
2009-5-19 8:0	7.6885	0.5295	 0.825	 260.1	0.083333	72.231	 307.1	34.001
2009-5-19 9:0	 10.86	0.4629	 0.961	 565.4	0.083333	70.701	 286.6	45.776
2009-5-19 10:0	11.615	0.4319	 1.137	   770	0.083333	69.172	 270.2	 57.08
2009-5-19 11:0	12.295	0.4282	 1.169	 673.8	0.083333	67.643	 288.9	66.821
2009-5-19 12:0	  9.99	0.4178	 3.418	 521.8	0.083333	66.113	 301.7	 71.94
2009-5-19 13:0	8.1215	0.5641	 2.711	 250.4	0.083333	64.584	 310.1	68.695
2009-5-19 14:0	8.4695	0.4992	 1.429	 304.5	0.083333	63.054	 321.9	59.698
2009-5-19 15:0	 10.97	0.3897	 1.484	 476.4	0.083333	61.525	   300	48.637
2009-5-19 16:0	 10.11	 0.649	 3.082	 620.2	0.083333	59.996	 296.7	36.931
2009-5-19 17:0	9.1385	0.5112	 0.815	 456.4	0.083333	58.466	 279.7	25.121
2009-5-19 18:0	 8.366	0.5849	 1.316	 145.6	0.083333	56.937	   287	13.509
2009-5-19 19:0	5.2855	  0.89	 2.425	  9.59	0.083333	55.407	   329	2.3529
2009-5-19 20:0	 2.129	 0.967	 0.592	 0.857	0.083333	53.878	 282.8	     0
2009-5-19 21:0	1.4015	  0.97	 0.742	-2.322	0.083333	52.349	 274.2	     0
2009-5-19 22:0	 1.676	 0.947	 1.029	-1.448	0.083333	50.819	 291.5	     0
2009-5-19 23:0	 2.684	 0.855	 1.191	-1.594	0.083333	 49.29	 290.1	     0
2009-5-20 0:0	 2.816	 0.854	 1.149	-2.472	0.041667	 47.76	 296.6	     0
2009-5-20 1:0	 2.682	   0.9	 0.996	-2.494	0.041667	46.231	   279	     0
2009-5-20 2:0	 1.375	 0.937	 0.777	-3.355	0.041667	44.701	 238.7	     0
2009-5-20 3:0	0.9265	 0.902	 0.719	-2.675	0.041667	43.172	 256.3	     0
2009-5-20 4:0	 0.843	 0.908	 0.872	-3.332	0.041667	41.643	 234.3	     0
2009-5-20 5:0	0.6915	 0.875	 0.951	-3.108	0.041667	40.113	 228.8	     0
2009-5-20 6:0	 2.773	 0.739	 0.627	  71.5	0.041667	38.584	 230.2	10.779
2009-5-20 7:0	6.0765	0.6149	 0.518	 240.9	0.041667	36.976	 234.9	22.309
2009-5-20 8:0	 8.345	0.5167	  0.61	 350.6	0.041667	35.369	   246	34.103
2009-5-20 9:0	  9.87	0.4451	 0.854	 486.8	0.041667	33.761	 263.2	45.882
2009-5-20 10:0	10.295	 0.428	 1.185	   786	0.041667	32.153	 260.9	57.203
2009-5-20 11:0	  10.6	0.5103	 1.275	   728	0.041667	30.546	 302.6	66.981
2009-5-20 12:0	 8.052	0.5282	 1.232	   713	0.041667	     0	 303.4	72.145
2009-5-20 13:0	8.5785	 0.733	 1.513	 530.3	0.041667	     0	 305.6	68.882
2009-5-20 14:0	6.8045	0.6638	  0.91	 471.3	0.041667	     0	 318.8	59.847
2009-5-20 15:0	 8.985	0.5269	 1.016	 545.5	0.041667	     0	 311.7	48.768
2009-5-20 16:0	 9.285	0.6007	  0.73	 267.5	0.041667	     0	 309.5	37.055
2009-5-20 17:0	7.5585	   0.7	 0.595	 156.8	0.041667	     0	 312.3	25.247
2009-5-20 18:0	6.2885	 0.769	 0.765	  92.6	0.041667	     0	 306.4	13.641
2009-5-20 19:0	 4.904	 0.788	 0.848	  30.7	0.041667	     0	 304.9	2.4954
2009-5-20 20:0	4.0725	 0.789	 1.096	 0.571	0.041667	     0	 280.4	     0
2009-5-20 21:0	3.4765	 0.816	 0.785	-2.594	0.041667	     0	 272.7	     0
2009-5-20 22:0	3.6985	 0.765	 0.957	-2.332	0.041667	     0	 279.1	     0
2009-5-20 23:0	  3.38	 0.807	 0.923	-3.141	0.041667	     0	   253	     0
2009-5-21 0:0	2.9805	 0.854	 1.043	-2.763	 0.125	     0	 260.9	     0
2009-5-21 1:0	 2.128	 0.848	 0.946	-3.082	 0.125	     0	 252.8	     0
2009-5-21 2:0	1.5255	 0.862	 0.699	-2.703	 0.125	     0	 240.7	     0
2009-5-21 3:0	 1.145	 0.867	 0.585	-2.738	 0.125	     0	 248.9	     0
2009-5-21 4:0	0.8255	 0.864	 0.572	-3.152	 0.125	     0	 239.4	     0
2009-5-21 5:0	 1.447	 0.857	 0.657	-0.937	 0.125	     0	 284.9	     0
2009-5-21 6:0	 2.589	 0.817	 0.404	 41.71	 0.125	     0	 302.1	10.887
2009-5-21 7:0	4.2285	 0.769	 0.508	 126.6	 0.125	     0	 303.5	22.409
2009-5-21 8:0	6.6185	 0.551	 0.914	 298.6	 0.125	     0	 299.6	  34.2
2009-5-21 9:0	  7.61	0.5968	 1.908	   333	 0.125	     0	 306.7	45.983
2009-5-21 10:0	7.3825	 0.579	 1.355	 402.3	 0.125	     0	 317.3	 57.32
2009-5-21 11:0	 8.165	 0.547	 0.761	 428.8	 0.125	     0	 314.9	67.136
2009-5-21 12:0	 8.045	0.5863	 0.723	 309.9	 0.125	     0	 322.5	72.345
2009-5-21 13:0	  8.08	0.6396	 1.481	 539.1	 0.125	     0	 313.1	69.064
2009-5-21 14:0	6.2345	 0.846	 0.884	   278	 0.125	     0	 327.8	59.994
2009-5-21 15:0	 5.354	  0.75	 1.272	 280.4	 0.125	     0	 318.6	48.896
2009-5-21 16:0	6.0655	0.6737	 0.939	 228.3	 0.125	     0	 315.3	37.178
2009-5-21 17:0	5.7305	 0.815	 1.058	 127.3	 0.125	     0	 319.8	 25.37
2009-5-21 18:0	3.8195	 0.907	 1.011	 46.84	 0.125	     0	   328	13.771
2009-5-21 19:0	 2.703	 0.953	 0.773	 15.96	 0.125	     0	 324.6	2.6358
2009-5-21 20:0	 2.255	 0.963	 0.129	  0.32	 0.125	     0	 322.3	     0
2009-5-21 21:0	1.9885	 0.971	 0.167	-0.309	 0.125	     0	 321.2	     0
2009-5-21 22:0	1.9755	 0.962	 0.427	-0.473	 0.125	     0	 315.8	     0
2009-5-21 23:0	2.0775	 0.952	 0.839	-0.591	 0.125	     0	 314.3	     0
2009-5-22 0:0	2.2625	  0.94	 1.112	-0.225	0.16667	     0	 318.8	     0
2009-5-22 1:0	1.9435	 0.942	 1.131	-0.275	0.16667	     0	   320	     0
2009-5-22 2:0	1.7255	 0.938	 1.125	-0.308	0.16667	     0	 319.6	     0
2009-5-22 3:0	1.7255	 0.922	  1.35	-0.794	0.16667	     0	 293.1	     0
2009-5-22 4:0	 1.944	  0.94	 1.225	-0.806	0.16667	     0	 295.8	     0
2009-5-22 5:0	1.5745	 0.961	 0.826	-0.241	0.16667	     0	   307	0.01097
2009-5-22 6:0	 1.826	 0.919	  0.72	 23.79	0.16667	     0	 317.4	10.991
2009-5-22 7:0	 2.632	   0.9	 1.078	  55.3	0.16667	     0	 321.1	22.504
2009-5-22 8:0	3.0815	 0.868	 0.989	 109.7	0.16667	     0	 320.6	34.291
2009-5-22 9:0	4.3045	 0.813	 0.938	 288.9	0.16667	     0	 306.1	46.078
2009-5-22 10:0	5.3705	 0.769	 0.935	 321.8	0.16667	     0	 318.7	57.431
2009-5-22 11:0	 5.984	 0.803	 0.732	   418	0.16667	     0	 322.1	67.283
2009-5-22 12:0	 5.261	 0.804	 1.083	 455.2	0.16667	     0	 333.5	72.538
2009-5-22 13:0	 5.345	 0.808	 1.243	 509.3	0.16667	     0	 327.3	69.242
2009-5-22 14:0	 6.268	 0.765	 0.856	 426.8	0.16667	     0	 322.3	60.137
2009-5-22 15:0	 6.234	  0.82	 0.887	 254.6	0.16667	     0	 326.1	49.022
2009-5-22 16:0	5.6475	 0.965	 1.711	   455	0.16667	     0	 324.8	37.298
2009-5-22 17:0	 3.734	 0.976	 1.497	 194.2	0.16667	     0	 331.4	25.492
2009-5-22 18:0	 3.521	 0.982	 1.049	  78.5	0.16667	     0	 329.4	13.899
2009-5-22 19:0	 3.291	 0.963	 0.368	 28.06	0.16667	     0	 323.6	2.7739
2009-5-22 20:0	 2.994	  0.97	 0.492	 1.056	0.16667	     0	 323.8	     0
2009-5-22 21:0	 2.893	 0.971	 0.554	-0.263	0.16667	     0	   320	     0
2009-5-22 22:0	2.6585	 0.972	  0.57	-0.277	0.16667	     0	 322.2	     0
2009-5-22 23:0	2.5575	 0.959	 0.798	-0.229	0.16667	     0	 321.9	     0
2009-5-23 0:0	 2.273	 0.965	  0.79	 -0.21	  0.25	     0	 323.5	     0
2009-5-23 1:0	2.1255	 0.958	 0.897	 -0.25	  0.25	     0	 316.4	     0
2009-5-23 2:0	 1.742	 0.967	 0.677	-0.405	  0.25	     0	 300.8	     0
2009-5-23 3:0	1.8595	 0.935	 1.253	-0.804	  0.25	     0	 300.5	     0
2009-5-23 4:0	1.7425	 0.969	 1.216	-1.104	  0.25	     0	 298.1	     0
2009-5-23 5:0	  1.91	 0.934	 1.189	-0.373	  0.25	     0	 313.7	0.12216
2009-5-23 6:0	 2.212	 0.936	 0.996	 15.98	  0.25	     0	 317.1	 11.09
2009-5-23 7:0	2.5975	   0.9	 0.749	 46.51	  0.25	     0	 317.6	22.594
2009-5-23 8:0	3.5165	 0.847	 0.941	 124.3	  0.25	     0	 316.4	34.378
2009-5-23 9:0	4.8705	 0.752	 1.168	 262.4	  0.25	     0	   314	46.168
2009-5-23 10:0	6.0335	 0.715	 1.001	 348.8	  0.25	     0	 316.6	57.536
2009-5-23 11:0	7.1895	0.6517	 1.114	 492.1	  0.25	     0	 316.2	67.424
2009-5-23 12:0	 8.046	0.6077	 1.386	 539.5	  0.25	     0	 309.4	72.726
2009-5-23 13:0	  8.73	0.5598	 1.387	   960	  0.25	     0	   293	69.416
2009-5-23 14:0	 9.235	0.5568	 1.394	   784	  0.25	     0	 308.1	60.278
2009-5-23 15:0	 10.15	0.5932	 1.317	   778	  0.25	     0	 301.4	49.146
2009-5-23 16:0	 6.535	  0.82	 1.058	 175.4	  0.25	     0	 334.4	37.417
2009-5-23 17:0	 6.614	 0.796	 0.877	 373.5	  0.25	     0	 298.9	25.613
2009-5-23 18:0	5.9595	 0.826	 0.658	 156.7	  0.25	     0	 313.6	14.025
2009-5-23 19:0	4.4385	 0.921	 1.029	 35.31	  0.25	     0	   324	2.9098
2009-5-23 20:0	3.6225	  0.94	  0.82	 2.087	  0.25	     0	 326.8	     0
2009-5-23 21:0	 2.941	 0.956	 0.669	-0.321	  0.25	     0	 325.5	     0
2009-5-23 22:0	 2.457	  0.96	 1.098	-0.294	  0.25	     0	 324.3	     0
2009-5-23 23:0	2.5075	 0.944	 0.812	-0.307	  0.25	     0	 321.2	     0
2009-5-24 0:0	2.3225	 0.951	 0.902	-0.125	0.41667	     0	 319.2	     0
2009-5-24 1:0	 1.824	 0.952	 1.017	-0.279	0.41667	     0	 321.4	     0
2009-5-24 2:0	1.3225	 0.951	 0.999	-0.297	0.41667	     0	   318	     0
2009-5-24 3:0	 1.189	 0.965	 0.846	-0.326	0.41667	     0	 315.9	     0
2009-5-24 4:0	1.2735	 0.957	 1.416	-0.249	0.41667	     0	 317.5	     0
2009-5-24 5:0	1.5085	 0.949	 1.127	 0.103	0.41667	     0	 316.9	0.22801
2009-5-24 6:0	 1.373	 0.948	 0.835	 18.82	0.41667	     0	 317.5	11.183
2009-5-24 7:0	1.6425	 0.925	  0.75	 105.2	0.41667	     0	 319.5	22.679
2009-5-24 8:0	2.3965	 0.896	 0.759	 183.6	0.41667	     0	 320.7	34.459
2009-5-24 9:0	 3.286	 0.914	 0.535	 148.8	0.41667	     0	 316.1	46.253
2009-5-24 10:0	4.3005	0.6994	  0.77	 430.2	0.41667	     0	 305.8	57.635
2009-5-24 11:0	5.3995	 0.743	 1.477	 555.5	0.41667	     0	 306.5	67.559
2009-5-24 12:0	 4.523	 0.753	 1.658	 323.9	0.41667	     0	   312	72.907
2009-5-24 13:0	4.5935	0.6668	 1.018	 438.9	0.41667	     0	 311.3	69.585
2009-5-24 14:0	5.3785	 0.726	 0.969	 252.3	0.41667	     0	 314.1	60.416
2009-5-24 15:0	 2.745	 0.988	 1.715	 237.7	0.41667	     0	 314.8	49.268
2009-5-24 16:0	1.7805	 0.912	 1.071	 435.2	0.41667	     0	 316.6	37.534
2009-5-24 17:0	3.6485	 0.875	 0.835	 208.3	0.41667	     0	 294.2	25.731
2009-5-24 18:0	 4.149	 0.831	 0.735	 114.3	0.41667	     0	 301.7	 14.15
2009-5-24 19:0	 2.555	 0.966	 0.774	 31.93	0.41667	     0	 306.7	3.0434
2009-5-24 20:0	1.8725	 0.945	 0.723	 0.439	0.41667	     0	   314	     0
2009-5-24 21:0	1.3895	 0.948	 0.798	-1.832	0.41667	     0	 280.9	     0
2009-5-24 22:0	 1.058	  0.97	 0.671	-1.074	0.41667	     0	 295.8	     0
2009-5-24 23:0	 0.893	 0.966	 0.535	 -0.61	0.41667	     0	 299.3	     0
